Unnamed: 0,10percentage,12percentage,collegeGPA,personality score,aptitude score,openess_to_experience,Domain,GraduationYear,Year of Birth,Gender,Degree,CollegeTier,Specialization,CollegeCityTier,Salary
1837,84.6,81.0,73.9,6.932781363757904,4.573448933161163,8.221388201068189,9.12374071208894,2010,1989,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,520000
305,57.0,49.0,65.0,5.735109716387279,2.527362725204452,7.1689670105153285,0.0,2012,1991,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,240000
48,52.93,64.0,73.0,7.610572737342532,2.7638197134600007,7.659534305288756,9.557404523493036,2014,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,240000
1399,96.0,92.0,80.0,4.794815422157084,4.104746971653447,6.686505513052554,8.472776186482049,2009,1988,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,300000
608,85.4,85.0,70.06,6.947099900976861,7.596092356883723,9.14889128238155,9.803455415588797,2012,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,500000
336,69.53,66.17,63.6,6.836943121614631,4.146329090573695,8.936141862556768,8.777268791532787,2013,1991,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,220000
1742,64.43,47.83,78.83,6.31607198358995,3.4855807661563056,7.695177605791759,9.323844735948793,2009,1982,m,MCA,Tier2College,computer application,CityTier1,300000
654,86.4,82.8,71.74,7.533072719262583,6.897343663530713,6.382926748020742,8.27090787858933,2013,1991,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,380000
2086,67.0,62.0,72.0,6.14367503102999,4.030221976265142,8.046058694855594,7.679658112964829,2010,1989,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,1200000
119,76.0,75.0,65.48,7.418596384341924,4.768585131894484,8.572269290132025,8.000644306862371,2011,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,315000
2622,88.83,97.2,75.0,6.694474831422494,6.086761360142655,7.695177605791759,9.55427881347373,2012,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,530000
1974,88.0,80.4,87.65,6.262369556181815,6.461907397159195,8.046058694855594,9.983299971905542,2011,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,35000
2579,78.5,82.0,77.0,7.310466242081838,3.798991575969993,8.221388201068189,7.629954711451254,2011,1987,m,MCA,Tier2College,computer application,CityTier1,360000
1183,65.0,64.8,69.54,7.300696225744504,4.721607329520999,9.787250580175218,7.816689276412827,2013,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,120000
1617,83.3,81.0,71.72,7.000767720453283,6.830443337637583,7.234035465639192,7.231315183994983,2014,1991,m,B.Tech/B.E.,Tier2College,electronics & instrumentation eng,CityTier0,320000
2128,91.0,87.2,87.9,7.502366700814328,4.4051220562011935,8.297893603082423,6.694231609799194,2015,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,400000
455,49.0,60.0,68.0,6.791576827741939,4.585808276455758,9.574501160350437,7.468316485705294,2014,1993,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,150000
2832,79.75,67.57,72.31,7.225834615223727,3.717856484043534,7.659534305288756,7.991761453946092,2015,1990,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier1,100000
1885,75.36,60.16,57.81,6.985872639028948,3.2429441062534585,8.221388201068189,6.880606158633483,2011,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,280000
634,91.8,89.6,84.3,5.073278822655628,6.908780667773474,8.396828745600105,7.692279048332249,2012,1990,f,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier1,305000
1034,60.0,55.2,71.6,7.757028213991106,5.872409764496095,10.0,9.711017769752017,2013,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier1,180000
2254,90.46,81.5,77.0,5.997636700102921,3.139903461845908,8.085144183257643,6.694231609799194,2014,1992,m,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier0,310000
1788,69.6,71.4,77.0,5.668527112792507,4.629496402877698,8.396828745600105,9.628660160460548,2012,1992,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,95000
1112,83.33,81.4,61.92,5.373727789745519,3.9442907212691374,8.265248337201168,5.622762247257629,2012,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,150000
1238,82.2,82.4,73.0,7.718465763044914,5.307569329152064,8.528409153999045,8.035530149608583,2013,1991,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,245000
2313,86.8,78.6,77.4,7.534627876981584,4.485888212506917,8.723392442731987,7.468316485705294,2014,1992,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,325000
2945,90.4,89.8,86.0,7.008071630498097,6.556908319498247,7.446784885463973,9.956599140815111,2014,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier1,325000
2823,94.0,88.0,71.4,6.07914381382122,6.68941769661194,7.695177605791759,9.097490181170157,2012,1990,f,B.Tech/B.E.,Tier1College,computer engineering,CityTier0,500000
387,68.0,65.0,75.0,7.67039429618722,4.592971776425014,9.14889128238155,8.113578035841693,2014,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,185000
1367,67.8,65.6,79.8,6.691376004514336,4.779069052450347,7.02128604581441,0.0,2013,1990,m,B.Tech/B.E.,Tier1College,Other,CityTier0,300000
1072,90.2,82.4,75.0,6.631518820037222,7.02081411793642,8.221388201068189,0.0,2010,1988,m,B.Tech/B.E.,Tier1College,Other,CityTier0,375000
624,82.0,81.2,71.67,7.359535840931841,7.595815655168174,9.14889128238155,8.113578035841693,2013,1990,m,B.Tech/B.E.,Tier1College,computer science & engineering,CityTier1,350000
768,85.6,79.9,78.0,5.930017101312907,3.249108405583226,8.085144183257643,5.89963377999481,2014,1992,f,B.Tech/B.E.,Tier2College,electronics & instrumentation eng,CityTier0,100000
856,57.0,70.0,68.88,4.786853347665562,2.710400910041198,6.808536625989629,6.782986290653876,2014,1993,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,180000
2772,70.3,64.57,60.0,6.3336495169348055,4.281697718748078,9.574501160350437,6.216321751349175,2013,1992,f,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,200000
27,86.17,78.6,73.34,5.975061042800954,5.682684621533543,8.923039340876535,9.936480544582476,2010,1988,m,B.Tech/B.E.,Tier1College,computer engineering,CityTier1,500000
2314,79.0,87.9,66.0,7.5868714703294495,2.985088851995327,9.14889128238155,6.782986290653876,2013,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier1,1500000
29,71.8,68.2,76.5,5.967562256507208,6.267954866875731,5.957427908371178,0.0,2012,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,200000
737,86.7,89.0,72.0,5.868962109852228,5.831365676689418,8.572269290132025,7.254707901895173,2012,1991,f,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,300000
725,78.0,71.0,85.0,4.1505747871772805,4.214243989423845,1.8762144816176065,8.113578035841693,2014,1990,f,MCA,Tier2College,computer application,CityTier0,200000
2666,76.8,83.6,84.8,5.37835324266172,6.845369857959786,7.234035465639192,9.21165425526402,2013,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier1,290000
583,67.6,50.0,65.0,6.571278059769644,3.813718256164299,9.098479885408455,7.442073260113761,2011,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,145000
742,85.76,83.83,78.15,5.0433834543510985,5.92770399065363,6.054142284502382,9.872422810052202,2014,1993,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier1,315000
1510,64.0,49.5,54.0,5.955138494825105,5.986134169587408,9.44936097447229,8.472776186482049,2010,1988,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,150000
2181,85.38,78.0,82.1,6.116099355527629,5.454790014142532,8.297893603082423,7.43406805651266,2013,1990,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,335000
1435,82.0,85.0,77.0,4.888081574814077,5.120027055278854,9.098479885408455,8.180260222936948,2010,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier1,410000
891,55.0,70.4,61.4,6.676082787046928,4.006487117997909,8.297893603082423,8.247318021858106,2014,1993,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,180000
2657,76.0,89.8,62.0,7.20249437618798,6.031005964459202,9.14889128238155,0.0,2015,1993,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,330000
1955,81.7,77.4,60.0,8.130086218728978,4.189817376867737,8.510643022907205,7.43406805651266,2013,1991,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,140000
55,84.2,78.6,64.45,4.9945982910020845,5.962368566685114,8.923039340876535,6.880606158633483,2012,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,145000
66,74.0,63.0,72.0,5.632437799223602,4.416297731045932,7.446784885463973,5.205229723470692,2013,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,110000
592,89.12,57.5,70.0,7.315606131749266,5.0297454344216925,7.87239476343286,9.1483328087165,2014,1992,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier0,120000
379,76.48,77.16,79.3,3.738360067598821,3.7790690524503474,4.011481362218102,8.472776186482049,2012,1990,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,445000
1021,82.3,84.2,75.6,7.310104099921468,3.803756994404477,6.808536625989629,8.423202665786617,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,100000
815,79.2,86.91,70.5,4.980693410833368,1.7158580827645575,6.467315870706981,6.380521961861803,2012,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,160000
647,86.0,85.8,72.14,7.242690212593828,5.048530406444076,6.808536625989629,5.29420115903512,2013,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,340000
466,92.48,72.66,64.8,5.314982603895633,5.277178257394084,5.957427908371178,9.95048952712886,2014,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,320000
426,55.33,62.4,67.0,6.611351177168704,3.6527393469839513,7.8706181503236765,6.147684166659931,2011,1989,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,160000
2026,81.2,85.1,85.1,5.92550412647445,6.2805294226157535,7.51973706125984,9.12374071208894,2013,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,370000
2686,68.0,67.0,61.72,7.498393219395663,4.290690524503474,9.14889128238155,9.408521814143189,2014,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,120000
817,86.8,84.6,83.9,7.134660827045455,4.761483121195351,7.344296516727922,8.679367345939628,2012,1990,f,B.Tech/B.E.,Tier2College,computer engineering,CityTier1,420000
929,62.1,66.0,74.74,6.5438080674550845,3.0947703375760933,7.1689670105153285,6.681224622138175,2013,1990,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,180000
2944,71.5,68.0,72.18,4.721432606032206,5.2493236180286535,5.319179648896833,7.254707901895173,2013,1991,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,420000
798,81.0,75.5,82.8,6.389454353528831,3.464013404660887,8.723392442731987,8.113578035841693,2014,1993,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,200000
1814,84.4,82.2,71.1,6.860717581484924,5.802311996556601,8.396828745600105,7.692279048332249,2011,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,340000
999,59.0,64.0,84.0,6.03730456770369,3.336730615507594,7.87239476343286,6.782986290653876,2014,1990,m,MCA,Tier2College,computer application,CityTier0,60000
783,82.0,78.8,71.0,6.773247298200347,6.988732091250077,7.234035465639192,9.984169685865249,2014,1992,m,B.Tech/B.E.,Tier1College,computer science & engineering,CityTier0,325000
1506,86.0,83.8,71.4,6.573251966169712,6.223974666420709,7.344296516727922,9.961742191203198,2011,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,505000
175,75.0,77.0,70.45,8.128331148195759,5.357406382586238,9.14889128238155,5.560946298150372,2013,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,150000
2576,83.83,79.83,72.16,5.967875104238114,4.816577507224989,7.695177605791759,8.679367345939628,2012,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,390000
1362,48.0,66.66,59.0,6.868635430470394,4.198825554940663,8.923039340876535,5.951033612501707,2011,1988,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,440000
974,85.6,82.0,74.01,7.127926206627664,4.009561581504028,9.14889128238155,5.400518326618959,2012,1991,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,205000
2928,97.0,95.08,89.0,7.865706824578639,4.174352825431963,7.234035465639192,7.468316485705294,2014,1993,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,200000
1382,83.4,90.4,86.6,6.327153560409532,5.894453667834963,6.808536625989629,9.12374071208894,2013,1991,f,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier0,335000
129,50.0,57.0,65.06,6.43687800938409,3.61237164114862,7.702173019909171,8.724182578482786,2014,1993,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,120000
2764,64.0,61.0,75.0,6.883848070800367,5.010791366906474,6.467315870706981,7.254707901895173,2012,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,140000
1587,79.89,62.83,55.7,3.829362584437632,2.938273996187665,4.362251412962613,5.828426550195744,2009,1987,f,B.Tech/B.E.,Tier2College,computer engineering,CityTier1,260000
600,73.0,59.0,59.0,5.062047373816186,3.403215888827399,6.382926748020742,6.782986290653876,2014,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,105000
2615,76.0,71.0,70.0,8.13137575949423,4.505042120150034,7.8706181503236765,6.711875165159898,2010,1989,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,370000
2080,84.8,58.0,61.49,7.7734882262461875,4.121179979093648,8.085144183257643,8.724182578482786,2013,1992,m,B.Tech/B.E.,Tier2College,information science engineering,CityTier0,335000
889,73.0,66.0,70.0,8.618323286895563,3.619704236610712,8.723392442731987,6.782986290653876,2014,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,195000
2235,68.2,55.0,67.0,7.866541758276187,4.644007870626576,8.297893603082423,6.782986290653876,2014,1993,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,240000
570,78.2,84.5,72.3,6.655859975305262,6.209324847814057,8.085144183257643,0.0,2013,1992,m,B.Tech/B.E.,Tier2College,Other,CityTier0,300000
916,82.24,62.5,73.1,7.7429225997680895,3.4338682899833977,8.572269290132025,7.077939843393225,2015,1991,m,M.Tech./M.E.,Tier2College,information technology,CityTier0,150000
2266,92.8,80.0,75.69,6.391013146466591,4.566808091987948,6.642645376919576,6.880606158633483,2011,1988,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,395000
2234,88.0,88.0,74.74,7.30175144512155,5.610742175490377,8.085144183257643,6.782986290653876,2014,1992,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,350000
171,89.0,78.0,73.14,7.44226805500531,5.173676443460616,8.572269290132025,9.421034584665255,2011,1989,f,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,310000
2982,80.83,86.8,76.27,6.4034950053786135,5.222099243681978,8.572269290132025,7.072003927487935,2011,1990,m,B.Tech/B.E.,Tier2College,mechanical engineering,CityTier1,425000
275,85.3,92.6,69.43,5.65306699035119,7.131925229047531,7.081246738249369,9.65228541877762,2012,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,370000
23,50.0,64.0,70.0,5.693661882265326,3.124700239808154,8.572269290132025,7.692279048332249,2011,1988,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,120000
1234,86.0,65.0,61.0,7.924473164046282,6.723083072003935,9.361751740525657,8.180260222936948,2013,1992,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,110000
2732,75.71,53.44,79.6,6.766044100695598,4.843110127282789,8.221388201068189,9.507873769713388,2012,1987,m,MCA,Tier2College,computer application,CityTier0,310000
2979,82.8,75.0,79.0,7.128221691625191,6.562565332349505,7.695177605791759,9.89805211314246,2010,1988,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,380000
326,72.2,71.8,72.31,4.974653268969305,3.629465658242637,5.531929068721616,8.113578035841693,2013,1991,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,300000
1389,84.0,87.7,61.0,6.723342924855654,4.2691385353255855,7.659534305288756,6.888065652788982,2011,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,205000
2681,72.0,53.0,73.5,7.236337954618244,4.240838098751768,8.936141862556768,6.782986290653876,2013,1992,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,360000
248,84.0,88.0,72.5,7.634076989900532,5.790260099612618,9.14889128238155,7.120075930921402,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier1,300000
2299,87.0,76.8,69.93,5.972288871387782,6.574970792596692,6.17017732819596,9.692429867088329,2014,1992,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier0,225000
2504,87.0,90.6,69.04,7.037197910914102,4.229631679271967,8.396828745600105,7.629954711451254,2010,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,490000
434,76.0,78.0,77.8,5.740523735106113,5.0696980876837,7.344296516727922,9.331117096721464,2012,1990,m,B.Tech/B.E.,Tier2College,biotechnology,CityTier0,325000
2397,63.0,62.0,79.0,5.178316324653367,5.238978048330567,6.642645376919576,9.421034584665255,2012,1990,m,B.Tech/B.E.,Tier2College,information technology,CityTier1,445000
1181,74.0,62.0,60.0,6.320089694420807,5.421293734243374,8.085144183257643,0.0,2014,1992,m,B.Tech/B.E.,Tier2College,computer engineering,CityTier0,220000
638,82.4,69.16,84.0,8.190824167585072,5.109835208756072,8.510643022907205,8.724182578482786,2014,1993,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,335000
1411,62.0,60.0,71.65,6.781642407913148,1.7623747156121257,8.297893603082423,5.828426550195744,2014,1993,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,125000
10,77.0,75.0,62.0,8.082770686174497,6.3505964459201865,9.14889128238155,6.037231293813038,2013,1990,m,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier0,335000
2781,67.2,60.8,71.02,7.022785159281915,5.577015310828261,7.02128604581441,8.679367345939628,2012,1989,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,550000
1566,79.8,78.5,61.0,7.5868714703294495,4.710938941154768,7.87239476343286,6.037231293813038,2013,1994,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,300000
2285,82.6,68.4,72.0,6.51741704408632,5.573495050113755,7.02128604581441,0.0,2013,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,350000
1111,71.1,67.4,67.4,6.5228766210012346,4.595554325770153,8.085144183257643,6.782986290653876,2013,1991,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier1,145000
2479,83.0,81.0,65.21,5.354514569436253,3.005810736026563,8.085144183257643,8.472776186482049,2013,1991,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,105000
706,74.4,69.7,70.8,6.76587280065526,4.021705712353195,8.747709834663942,9.12374071208894,2012,1989,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,440000
1853,80.0,79.3,65.7,7.310433550119233,6.096999323618029,7.234035465639192,6.189291455500042,2012,1990,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,200000
695,62.0,60.2,68.3,7.812005923170408,4.784772182254197,8.510643022907205,7.43406805651266,2013,1991,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,240000
1574,69.0,50.0,66.0,5.667720431985741,2.804156674660272,8.221388201068189,6.880606158633483,2011,1989,m,B.Tech/B.E.,Tier2College,electronics and instrumentation engineering,CityTier1,150000
671,87.4,76.0,79.0,6.473727968081769,4.028838467687389,6.116434781643145,6.147684166659931,2012,1990,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,400000
1180,76.0,74.0,79.0,7.997783767798989,4.5796747217610525,8.936141862556768,6.782986290653876,2013,1992,f,B.Tech/B.E.,Tier2College,information technology,CityTier0,385000
639,82.0,73.0,63.0,6.505845988743685,4.210692984074279,7.695177605791759,0.0,2011,1989,f,B.Tech/B.E.,Tier2College,electrical engineering,CityTier0,430000
2914,86.33,85.8,79.8,6.582074473822219,6.691016417635123,8.085144183257643,9.993848914455972,2013,1992,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,335000
2301,78.0,68.0,68.16,7.280438996139126,3.844862571481277,9.787250580175218,0.0,2014,1992,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,265000
269,93.0,94.6,78.15,8.148656357505711,6.636629158211892,8.747709834663942,8.472776186482049,2012,1990,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,360000
648,67.0,82.6,67.96,6.874848286026326,3.5824571112340897,8.528409153999045,9.12374071208894,2012,1991,m,B.Tech/B.E.,Tier2College,electronics and electrical engineering,CityTier1,45000
1677,73.6,68.2,65.8,7.557377491925436,6.201961507716903,8.297893603082423,8.028027383514672,2012,1990,m,B.Tech/B.E.,Tier2College,electronics & telecommunications,CityTier0,300000
1303,56.0,76.0,58.21,6.01517839491534,3.948072311381664,8.046058694855594,8.472776186482049,2012,1988,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,105000
1084,81.6,77.6,90.0,7.11801054721912,5.233966672815594,8.747709834663942,9.584779164767466,2011,1986,f,MCA,Tier1College,computer application,CityTier0,350000
2680,76.0,71.0,68.8,5.141260932709564,5.4609543134723,6.808536625989629,7.43406805651266,2014,1992,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,180000
1598,81.5,85.0,69.0,7.259800509236123,8.089912685236426,8.936141862556768,6.880606158633483,2013,1992,m,B.Tech/B.E.,Tier1College,electronics and communication engineering,CityTier1,300000
2230,87.0,81.0,74.44,6.77422386572486,7.254903769292258,7.212827146648308,9.584779164767466,2012,1990,m,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,460000
2624,79.33,71.0,70.08,7.893480208588139,4.017170878681671,9.14889128238155,7.468316485705294,2013,1992,f,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier0,150000
264,81.0,66.0,80.0,6.32741296064544,5.724958494742668,8.723392442731987,6.782986290653876,2013,1990,f,B.Tech/B.E.,Tier2College,computer science & engineering,CityTier0,275000
335,90.0,83.2,88.1,7.258033136104171,6.177504150525734,9.361751740525657,0.0,2012,1989,f,B.Tech/B.E.,Tier2College,electrical engineering,CityTier0,370000
1128,60.2,66.8,69.91,7.061476373065556,5.090343110127283,7.344296516727922,9.216031476346016,2013,1991,m,B.Tech/B.E.,Tier2College,information technology,CityTier0,440000
935,80.0,70.0,55.0,6.349649836688439,3.74818606653139,8.297893603082423,0.0,2014,1993,m,B.Tech/B.E.,Tier2College,electronics and communication engineering,CityTier1,145000
893,81.0,77.0,77.0,7.921152086992066,7.991852671708787,8.747709834663942,9.927751693564865,2010,1986,m,B.Tech/B.E.,Tier1College,electronics & telecommunications,CityTier0,370000
