,Gender,10percentage,10board,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary,Year of Birth,personality score,aptitude score
37,m,63.5,state board,65.72,state board,2,B.Tech/B.E.,computer science & engineering,60.0,0,Andhra Pradesh,2014,3.597122302158273,4.416666666666667,2.5641025641025643,6.189291455500042,7.561050164725062,8.881270815986678,7.272794487327359,4.017346343090651,0.6721,220000,1992,7.424442281237113,3.525963844309168
38,m,64.0,cbse,62.0,cbse,2,B.Tech/B.E.,computer science & engineering,75.0,0,Uttar Pradesh,2014,2.3741007194244603,4.583333333333333,3.141025641025641,6.782986290653876,6.097544407838875,6.931723563696919,3.1819122822583026,6.131765490784755,-0.2859,180000,1991,5.019853690752336,3.3661532312611446
39,m,76.0,"bse, odisha",61.0,chse,2,MCA,computer application,85.0,0,Orissa,2012,4.086330935251799,4.666666666666667,5.833333333333333,9.80495465774885,4.065652277281527,5.737796627810159,5.8654955194747584,4.708197815027938,-1.1169,240000,1988,5.240186652384627,4.862110311750599
40,m,73.0,cbse,76.0,cbse,2,B.Tech/B.E.,information technology,74.0,1,West Bengal,2013,4.100719424460432,6.25,3.782051282051282,6.782986290653876,3.902455592161125,7.364956286427978,7.272794487327359,4.86314736052039,-1.4356,60000,1990,5.919264751349018,4.710923568837238
41,m,91.0,rajasthan board of secondary education,83.0,rajasthan board of secondary education,2,B.Tech/B.E.,computer engineering,71.0,0,Rajasthan,2012,4.244604316546763,5.0,5.705128205128205,9.65228541877762,8.527663621234248,8.376353039134056,6.294768284387661,3.1401884746893503,-0.4455,165000,1991,7.514649117516655,4.983244173891656
42,m,65.0,cbse,47.6,cbse,2,MCA,computer application,63.0,0,Karnataka,2013,3.381294964028777,2.8333333333333335,4.551282051282051,8.000644306862371,6.952756172944333,6.549620108243131,7.367876260609825,5.296138770744725,0.3444,180000,1986,6.393528442763141,3.5886367828813874
43,m,70.16,state board,66.8,state board,2,MCA,computer application,69.7,0,Punjab,2014,1.3669064748201438,4.833333333333333,5.256410256410256,7.43406805651266,5.853683388241687,6.065258118234804,6.818235589861887,5.285964473355016,-0.0943,150000,1991,5.862803155745841,3.8188833548545773
44,m,74.6,cbse,80.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,72.45,0,Uttar Pradesh,2010,5.107913669064748,3.6666666666666665,6.602564102564102,9.803455415588797,8.002751078354787,7.970441298917569,8.440984236831987,4.12025685931115,1.4502,370000,1988,7.5734799386982985,5.125714812765172
45,m,66.5,state board,66.4,state board,2,B.Tech/B.E.,electrical engineering,66.0,0,Uttar Pradesh,2013,4.60431654676259,6.083333333333333,5.641025641025641,6.880606158633483,5.640389905919912,8.608321190674438,7.169727619554609,3.336168793261612,-0.4455,145000,1991,7.020567480721836,5.442891840373854
46,m,78.4,cbse,58.4,cbse,2,B.Tech/B.E.,Other,76.5,0,Orissa,2013,5.251798561151079,5.666666666666667,6.217948717948718,9.933070056806265,6.097544407838875,9.531119900083265,7.272794487327359,6.977566508214494,0.8637,100000,1991,6.480973071758751,5.7121379819221545
47,m,62.0,up board,62.0,up board,2,MCA,computer application,72.02,0,Uttar Pradesh,2010,4.676258992805756,4.166666666666667,5.833333333333333,9.323844735948793,6.690384811330368,7.868963363863448,4.1485523319433355,3.336168793261612,-1.2354,300000,1984,6.342932928468884,4.8920863309352525
48,m,52.93,state board,64.0,state board,2,B.Tech/B.E.,information technology,73.0,0,Maharashtra,2014,2.0863309352517985,3.0,3.2051282051282053,9.557404523493036,7.073158305879155,7.364956286427978,7.272794487327359,1.2686181302643644,-0.4776,240000,1990,7.610572737342532,2.7638197134600007
49,m,82.0,council for indian school certificate examination,81.0,council for indian school certificate examination,2,B.Tech/B.E.,electronics and electrical engineering,64.0,0,Uttar Pradesh,2012,6.402877697841727,6.5,5.256410256410256,6.880606158633483,7.87148048772204,8.579308909242298,4.363262650459882,2.9442081561170874,-0.2875,500000,1990,6.967460972826783,6.053095984750661
50,m,78.0,kea,69.0,kea,2,B.Tech/B.E.,electronics and communication engineering,75.0,1,Karnataka,2012,2.5179856115107913,4.833333333333333,3.91025641025641,5.29420115903512,6.165302448799375,6.7525759783513735,6.509478602904208,6.472187473938788,-0.169,300000,1990,5.738792389029042,3.7538584517001783
51,m,65.0,state board,65.4,state board,1,B.Tech/B.E.,computer science & engineering,67.72,0,Uttar Pradesh,2014,4.460431654676259,7.0,7.756410256410256,8.724182578482786,6.097544407838875,6.498490840965863,4.545441102534528,7.611875573346677,-1.6273,300000,1990,4.882400194498147,6.405613970362172
52,m,70.2,0,68.4,0,1,B.Tech/B.E.,electronics and electrical engineering,60.4,0,Uttar Pradesh,2011,5.237410071942446,3.6666666666666665,4.923076923076923,5.29420115903512,5.640389905919912,7.1584877185678595,7.797149025522727,3.336168793261612,-0.2875,510000,1990,6.814964464187222,4.609051220562012
53,f,93.0,state board,89.0,state board,2,B.Tech/B.E.,information technology,83.0,0,Tamil Nadu,2014,2.3741007194244603,5.0,2.628205128205128,8.113578035841693,5.3659613490473115,7.5815726477935055,6.590956141129151,6.131765490784755,-0.8608,150000,1993,5.851681161796304,3.3341019492098627
54,m,53.4,cbse,66.0,cbse,2,B.Tech/B.E.,information technology,60.62,0,Uttar Pradesh,2014,1.7266187050359711,5.416666666666667,2.6923076923076925,8.724182578482786,6.097544407838875,7.798189009159034,8.409191730991036,6.343257443082312,-0.4776,240000,1993,6.490416926226659,3.278531021336777
55,m,84.2,0,78.6,0,2,B.Tech/B.E.,electronics and communication engineering,64.45,0,Haryana,2012,4.9640287769784175,6.833333333333333,6.089743589743589,6.880606158633483,2.753286010257107,7.868963363863448,5.436370626682045,6.080226836794261,0.6603,145000,1990,4.9945982910020845,5.962368566685114
56,m,71.5,uttar pradesh,60.0,cbse,2,B.Tech/B.E.,computer science & engineering,68.74,0,Uttar Pradesh,2012,3.381294964028777,2.6666666666666665,4.294871794871795,6.227557269655452,7.477668715823795,8.985220649458784,5.650933073078401,3.9731465265615875,-0.6035,240000,1991,7.035168977949849,3.4476111418557465
57,m,81.5,state board,80.2,state board,2,B.Tech/B.E.,computer science & engineering,82.0,1,West Bengal,2013,3.597122302158273,5.25,3.782051282051282,6.711875165159898,7.80491118432225,6.065258118234804,6.590956141129151,5.074639312817947,0.2889,310000,1990,6.346621532717065,4.209724528069851
58,m,63.0,cbse,66.0,cbse,2,B.Tech/B.E.,computer engineering,65.55,0,Madhya Pradesh,2012,3.6690647482014387,4.5,4.423076923076923,8.520833759269081,0.3909248378222327,4.7230172772689425,6.9386034956969205,6.619181052456009,-1.2354,450000,1991,3.8583411395830214,4.197380557092788
59,m,74.0,"board of secondary education,andhara pradesh",86.1,"board of intermediate education,hyderabad",2,MCA,computer application,76.0,0,Andhra Pradesh,2010,3.237410071942446,3.1666666666666665,5.961538461538462,8.180260222936948,3.5407397344020652,6.7525759783513735,5.436370626682045,4.316237177883412,0.3444,380000,1987,5.353362290388017,4.121871733382524
60,f,91.6,state board,86.5,state board,2,B.Tech/B.E.,electronics and communication engineering,80.2,1,Karnataka,2014,4.100719424460432,5.25,5.769230769230769,8.916917127219632,6.341575247087594,9.097887177352208,7.500073936060094,1.6914352430989907,0.0973,300000,1992,7.812025279350226,5.039983397897068
61,m,87.5,state board,89.9,state board,2,B.Tech/B.E.,computer engineering,73.21,0,Andhra Pradesh,2013,4.60431654676259,3.6666666666666665,4.67948717948718,8.520833759269081,6.829297286281967,8.664654454621148,7.7273533847928295,3.8058543907930944,-0.6692,300000,1992,7.353862683725714,4.316823464305479
62,m,78.5,state board,83.0,state board,2,B.Tech/B.E.,electronics and communication engineering,77.72,0,Telangana,2013,2.446043165467626,4.583333333333333,3.6538461538461537,6.037231293813038,9.512277960805623,8.44803809325562,7.7273533847928295,2.1144191476941034,0.6721,200000,1992,8.393312572789993,3.5610742175490375
63,m,79.5,state board,63.2,state board,2,B.Tech/B.E.,electronics and communication engineering,63.3,0,Orissa,2014,6.258992805755396,3.8333333333333335,4.102564102564102,7.468316485705294,6.097544407838875,8.881270815986678,8.86375062845651,4.651655408222834,0.8637,170000,1992,7.297727611014808,4.731630080550944
64,f,71.0,wbbse,68.0,wbchse,2,B.Tech/B.E.,computer science & engineering,81.4,1,West Bengal,2013,2.3741007194244603,6.25,1.2820512820512822,9.216031476346016,7.073158305879155,8.014805370524563,7.7273533847928295,2.1144191476941034,-0.6692,95000,1991,7.67522447837561,3.3020506671585808
65,m,66.0,state board,61.0,state board,2,B.Tech/B.E.,computer science & engineering,72.04,0,Uttar Pradesh,2012,6.618705035971223,5.083333333333333,5.448717948717949,9.769936529076757,7.561050164725062,8.881270815986678,6.590956141129151,3.3830372779584685,-0.8608,335000,1989,7.412559960970607,5.716918772674169
66,m,74.0,cbse,63.0,cbse,2,B.Tech/B.E.,computer science & engineering,72.0,0,Haryana,2013,4.460431654676259,5.583333333333333,3.2051282051282053,5.205229723470692,3.902455592161125,8.23142173189009,5.681838346198208,5.285964473355016,-0.6692,110000,1991,5.632437799223602,4.416297731045932
67,m,91.0,matriculation board,90.91,hisher seconadry examination(state board),2,B.Tech/B.E.,electronics and communication engineering,83.2,0,Tamil Nadu,2011,5.539568345323741,5.333333333333333,5.833333333333333,6.147684166659931,7.740209897089291,8.985220649458784,9.084819448141246,3.7281294304061374,0.3444,450000,1990,8.020530141070797,5.568745003996803
68,f,89.44,state board,75.33,state board,2,B.Tech/B.E.,computer science & engineering,68.69,0,Karnataka,2013,4.60431654676259,3.8333333333333335,3.3974358974358974,8.520833759269081,8.048772203919437,7.5815726477935055,9.318309525921983,3.594529230256026,0.0973,200000,1991,7.8385312868447246,3.945028592510607
69,m,76.0,cbse,64.0,cbse,2,B.Tech/B.E.,computer science & engineering,67.0,0,Uttar Pradesh,2014,5.39568345323741,4.25,4.487179487179487,7.43406805651266,4.634208470604218,9.097887177352208,7.500073936060094,4.228838295388207,-0.6692,310000,1993,6.7508328221570775,4.710954313472299
70,m,77.0,state board,75.0,state board,2,B.Tech/B.E.,mechanical engineering,65.42,1,Telangana,2012,3.5251798561151078,3.6666666666666665,3.269230769230769,5.342468076199943,9.052576164113711,8.985220649458784,8.655546683228344,5.296188808272871,0.4234,200000,1991,7.849288672131991,3.4870257640041813
71,m,63.0,cbse,74.0,cbse,2,B.Tech/B.E.,information science engineering,57.0,1,Karnataka,2013,5.251798561151079,5.083333333333333,4.294871794871795,8.000644306862371,4.146316611758313,4.765559950041633,5.909117794930943,5.920440330247685,-1.6273,240000,1990,4.725138506620801,4.876667896452069
72,f,90.33,board of secondary education - andhra pradesh,88.6,"board fo intermediate education, ap",2,B.Tech/B.E.,computer engineering,69.55,0,Andhra Pradesh,2012,7.841726618705036,5.166666666666667,3.782051282051282,8.520833759269081,7.477668715823795,9.39113238967527,6.724041049300564,2.1601701275956966,0.8973,300000,1991,7.858168006800982,5.596814855807661
73,m,76.5,state board,84.0,state board,2,B.Tech/B.E.,mechanical engineering,87.2,0,Tamil Nadu,2013,2.8776978417266186,4.083333333333333,3.3974358974358974,7.072003927487935,6.097544407838875,7.148339925062449,6.818235589861887,4.440330247685765,-0.6692,75000,1992,6.405947418769362,3.4528223574986163
74,m,70.0,mp,60.0,cbse,2,B.Tech/B.E.,computer engineering,64.3,0,Madhya Pradesh,2011,6.690647482014389,4.5,5.833333333333333,7.629954711451254,5.902931087185409,5.128929017485429,6.294768284387661,6.276207155366524,0.1864,330000,1989,5.262605308422994,5.674660271782574
75,m,78.0,state board,87.1,state board,2,B.Tech/B.E.,information technology,65.0,1,Telangana,2014,3.597122302158273,6.25,6.346153846153846,8.724182578482786,4.39034745100703,6.065258118234804,7.500073936060094,4.440330247685765,0.6721,140000,1993,5.878837314404041,5.39775871610404
76,m,89.5,state board,73.4,state board,2,B.Tech/B.E.,computer science & engineering,70.06,1,West Bengal,2014,7.482014388489208,5.166666666666667,5.961538461538462,7.43406805651266,7.073158305879155,7.5815726477935055,5.227279448732736,0.8456342256692514,-1.244,320000,1992,7.259094044184037,6.203406505564779
77,m,56.4,0,72.0,0,2,B.Tech/B.E.,mechanical engineering,64.0,0,Madhya Pradesh,2010,1.7985611510791366,3.3333333333333335,4.294871794871795,8.27090787858933,6.952756172944333,6.3466642381348874,7.367876260609825,4.9041781336002,0.3444,1210000,1986,6.440779634522211,3.1422554264280884
78,m,88.67,state board,87.69,state board,1,B.Tech/B.E.,Other,79.65,0,Uttarakhand,2014,5.251798561151079,7.5,7.884615384615385,9.399997097269969,5.3659613490473115,9.531119900083265,6.590956141129151,0.8456342256692514,0.6721,700000,1992,7.660600791147619,6.8788046485888215
79,m,58.33,up,73.33,up,2,B.Tech/B.E.,computer science & engineering,71.97,0,Uttar Pradesh,2012,3.093525179856115,2.1666666666666665,5.961538461538462,8.724182578482786,8.002751078354787,8.173397169025812,7.153313814213467,4.316120423651071,0.6603,120000,1989,7.253335409485748,3.7405767693537477
80,m,64.0,cbse,66.0,cbse,2,B.Tech/B.E.,information technology,69.2,0,Uttar Pradesh,2014,4.100719424460432,3.25,3.0128205128205128,6.782986290653876,6.58543626668478,7.148339925062449,7.272794487327359,4.651655408222834,0.0973,200000,1991,6.588728817712939,3.454513312426981
81,m,85.92,karnataka,79.87,karnataka state,2,B.Tech/B.E.,computer engineering,71.07,1,Karnataka,2011,4.532374100719425,6.166666666666667,4.282051282051282,9.84162834558337,6.690384811330368,7.36157368859284,6.080205837991306,4.9041781336002,0.9763,315000,1989,6.306996551078578,4.993697349812457
82,m,88.8,cbse,84.67,state board,2,B.Tech/B.E.,electronics and electrical engineering,70.0,1,Karnataka,2013,7.122302158273381,6.833333333333333,6.410256410256411,9.927751693564865,6.58543626668478,8.881270815986678,7.500073936060094,6.131765490784755,1.0554,305000,1990,6.708753881986699,6.788630633954374
83,m,73.8,cbse,75.4,cbse,2,B.Tech/B.E.,electronics and communication engineering,68.56,0,Uttar Pradesh,2013,3.237410071942446,4.833333333333333,7.17948717948718,6.880606158633483,2.753286010257107,7.564529558701082,6.402123443645935,6.276207155366524,-0.4455,335000,1992,5.1109329643093995,5.083410194920987
84,m,71.0,cbse,58.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,70.1,0,Orissa,2011,4.9640287769784175,4.5,6.730769230769231,7.692279048332249,3.2781985531365687,8.579308909242298,7.153313814213467,5.492119089316987,0.0284,410000,1989,5.879675546818837,5.398266002582549
85,f,81.4,cbse,74.0,cbse,1,B.Tech/B.E.,computer science & engineering,76.24,1,Delhi,2013,4.388489208633094,5.5,6.410256410256411,9.769936529076757,7.561050164725062,8.23142173189009,9.318309525921983,1.0571261779668084,1.247,200000,1991,8.513413811142582,5.432915206296502
86,m,88.1,state board,91.1,state board,2,B.Tech/B.E.,electronics and communication engineering,68.2,1,Telangana,2013,5.107913669064748,4.0,4.871794871794871,6.037231293813038,6.341575247087594,8.664654454621148,7.500073936060094,4.86314736052039,0.6721,315000,1991,6.910789069312112,4.659902846953206
87,m,76.0,state board,72.0,state board,2,B.Tech/B.E.,computer science & engineering,63.2,0,Tamil Nadu,2013,4.748201438848921,2.6666666666666665,2.8205128205128207,5.615335204555824,6.341575247087594,7.148339925062449,7.500073936060094,4.86314736052039,-0.4776,120000,1992,6.531710436922436,3.4117936420094694
88,f,82.3,ssc,96.6,intermediate board,2,B.Tech/B.E.,electronics and communication engineering,83.0,1,Telangana,2012,3.8129496402877696,6.166666666666667,6.346153846153846,8.472776186482049,8.527663621234248,8.985220649458784,6.294768284387661,3.7281794679342837,0.8973,310000,1990,7.519868271786603,5.441923384369428
89,m,78.0,cbse,68.0,cbse,1,B.Tech/B.E.,electronics and electrical engineering,72.3,0,Haryana,2013,4.748201438848921,6.583333333333333,5.0,8.916917127219632,8.048772203919437,6.931723563696919,7.272794487327359,2.7487282128262858,0.0973,375000,1990,7.376140510529359,5.443844924060751
90,m,66.7,state board,54.2,state board,2,B.Tech/B.E.,Other,66.93,0,Uttar Pradesh,2014,3.597122302158273,4.583333333333333,4.871794871794871,6.498277576842333,7.073158305879155,8.014805370524563,7.500073936060094,4.017346343090651,0.4805,240000,1992,7.142672817343289,4.350750169095492
91,m,72.0,state board,60.0,state board,2,B.Tech/B.E.,computer science & engineering,63.0,1,Telangana,2013,3.741007194244604,1.75,2.1153846153846154,0.0,9.756138980402811,8.664654454621148,9.091030077189245,4.017346343090651,0.4805,295000,1990,8.373619292280639,2.535463936543073
